ID,Comments,raw text,emojis
5171,happy easter lucy! ❤️🐣 🐇 from your canine friend lucy.,happy easter lucy! ❤️  from your canine friend lucy.,"['🐣', '🐇']"
5172,happy easter to you as well hope your having a good day 🐇,happy easter to you as well hope your having a good day ,['🐇']
5173,"happy easter!
🐣🐇🐰 🤗💗","happy easter!
 ","['🐣', '🐇', '🐰']"
5174,happy easter!!! 🐰🐰🐇🐇,happy easter!!! ,"['🐰', '🐰', '🐇', '🐇']"
5175,happy easter cakes 🐣🐇,happy easter cakes ,"['🐣', '🐇']"
5176,good morningggg ⛅️ thanking god for another day. happy easter everybody  🐇🩵💐,good morningggg ⛅️ thanking god for another day. happy easter everybody  🩵,['🐇']
5177,"happy easter, baby frank and family..🐇🐇🐇🥚🥚🥚🌻🌻💕💕","happy easter, baby frank and family..","['🐇', '🐇', '🐇', '🥚', '🥚', '🥚']"
5178,"happy easter! 
follow the 🐇
 #easter #rabbit2023 $rabbit #easter2023 #happyeaster","happy easter! 
follow the 
 #easter #rabbit2023 $rabbit #easter2023 #happyeaster",['🐇']
5179,"happy easter everyone! 🐇🥚🐰🌷
this is my entry for #upcrate42 
months topic was ""life wakes up"". 
i did the coloring live on twitch, join me next time -  (⁠｡⁠･⁠ω⁠･⁠｡⁠)⁠ﾉ⁠♡

#upcratebattle #twitchde #traditionalart #watercolor #twitchart","happy easter everyone! 
this is my entry for #upcrate42 
months topic was ""life wakes up"". 
i did the coloring live on twitch, join me next time -  (⁠｡⁠･⁠ω⁠･⁠｡⁠)⁠ﾉ⁠♡

#upcratebattle #twitchde #traditionalart #watercolor #twitchart","['🐇', '🥚', '🐰']"
5180,frohe ostern 🐇,frohe ostern ,['🐇']
5181,happy easter murch ✝️🐇🤍,happy easter murch ✝️,"['🐇', '🤍']"
5182,good morning michele ☕️ 🙏 🌟🥚🐇🐰✝️,good morning michele ☕️  ✝️,"['🙏', '🥚', '🐇', '🐰']"
5183,happy easter sunday! cold but sunny day here. 😊🐣🐇💛🌷 #easter #eastersunday #relaxing #weekend,happy easter sunday! cold but sunny day here.  #easter #eastersunday #relaxing #weekend,"['🐣', '🐇']"
5184,happy easter   🐇🥚🤍,happy easter   ,"['🐇', '🥚', '🤍']"
5185,happy easter 🐣🐇🐰,happy easter ,"['🐣', '🐇', '🐰']"
5186,gm and happy easter! 🌞☕️🌲🐇,gm and happy easter! ☕️,['🐇']
5187,can you work me out  happy easter 🐇,can you work me out  happy easter ,['🐇']
5188,good morning tom fitzgerald good morning maureen umeh good morning mathew cappucci. happy easter!🐰🐇🐣 i’m enjoying watching fox5 morning. have a great and blessed day.,good morning tom fitzgerald good morning maureen umeh good morning mathew cappucci. happy easter! i’m enjoying watching fox5 morning. have a great and blessed day.,"['🐰', '🐇', '🐣']"
5189,"thank you diane 
have an amazing day too 💕🐾🤗🥰🐣🐶🎾🐣🐣🐰🐇","thank you diane 
have an amazing day too ","['🥰', '🐣', '🐣', '🐣', '🐰', '🐇']"
5190,"wonderful spring painting ! 🐥🌱
happy easter ! 💐🌸🌸🐇🐣🌱🌱🌿🕊","wonderful spring painting ! 
happy easter ! ","['🐇', '🐣']"
5191,happy easter lille.  have a wonderful day with your family. 😉😊😘🐇🦫🐣🐓🌹🥀🪺🥚,happy easter lille.  have a wonderful day with your family. 🪺,"['😉', '🐇', '🐣', '🥚']"
5192,isn't it cute sweetheart? i wanted to combine all those vids i did of butterscotch for easter  thought that song wld be perfect 😊🐰🐇🐰,isn't it cute sweetheart? i wanted to combine all those vids i did of butterscotch for easter &amp; thought that song wld be perfect ,"['🐰', '🐇', '🐰']"
5193,happy easter 🐣🐰🐇,happy easter ,"['🐣', '🐰', '🐇']"
5194,"dorn church benches gone be so heavy today i pray they don’t pop!🙏🏽🤣🤣🤣

#happyeaster 
🐇🐣🐰","dorn church benches gone be so heavy today i pray they don’t pop!

#happyeaster 
","['🙏', '🤣', '🤣', '🤣', '🐇', '🐣', '🐰']"
5195,happy easter! 💗🐣💐🐇🌷✨,happy easter! ✨,"['🐣', '🐇']"
5196,hits rewound(blue oyster cult---burnin' for you)🧑🔥🙎🔊🔊🥁🎸🎸⏪📼🐇⏪📼🐇⏪📼🐇⏪📼🐇⏪📼🐇,hits rewound(blue oyster cult---burnin' for you)⏪⏪⏪⏪⏪,"['🔥', '🐇', '🐇', '🐇', '🐇', '🐇']"
5197,"good morning dougie✨🙏♥️
i thought everyone had to see you this easter morning. you are simply adorable 🥰 🤗
enjoy your day with family and friends. i know you will be without me, but i’m never that far away.🥀🕊️🐣✨🤗😘♥️💖","good morning dougie✨♥️
i thought everyone had to see you this easter morning. you are simply adorable  
enjoy your day with family and friends. i know you will be without me, but i’m never that far away.️✨♥️","['🙏', '🥰', '🐣']"
5198,"and now time for relax 🤗🐇
tea in my new mug 😊 i am mug-o-holic 😉 this one with these bunnies is so cute 🐇  piece of dark chocolate.","and now time for relax 
tea in my new mug  i am mug-o-holic  this one with these bunnies is so cute  &amp; piece of dark chocolate.","['🐇', '😉', '🐇']"
5199,happy easter! ✝️💐🌸🐇🐣,happy easter! ✝️,"['🐇', '🐣']"
5200,happy easter to you and the fam. 🐣🐇,happy easter to you and the fam. ,"['🐣', '🐇']"
5201,happy easter 🐰🐇,happy easter ,"['🐰', '🐇']"
5202,"goodmorning nikki 👋 it's 32⁰ right now, with a high of 61⁰. i bought some flowers yesterday, had to put them in the garage last night. it's going to be in 80's by the end of the week. goofy weather. looking forward to our baby birds and ducks. hope you have a nice easter 🤗🐇","goodmorning nikki  it's 32⁰ right now, with a high of 61⁰. i bought some flowers yesterday, had to put them in the garage last night. it's going to be in 80's by the end of the week. goofy weather. looking forward to our baby birds and ducks. hope you have a nice easter ",['🐇']
5203,"a very happy easter to all our players, coaches, volunteers, supporters, sponsors........and all our fantastic twitter followers.
have a great day 🐰🐤🥚🐣🐇
#upthesharks","a very happy easter to all our players, coaches, volunteers, supporters, sponsors........and all our fantastic twitter followers.
have a great day 
#upthesharks","['🐰', '🥚', '🐣', '🐇']"
5204,"happy easter! 
follow the 🐇
 #easter #rabbit2023 $rabbit #easter2023 #happyeaster","happy easter! 
follow the 
 #easter #rabbit2023 $rabbit #easter2023 #happyeaster",['🐇']
5205,happy easter pk ✝️🙏🐇🐥. have a pleasant and very blessed day littermate and 💎,happy easter pk ✝️. have a pleasant and very blessed day littermate and ,"['🙏', '🐇']"
5206,"hi andrew, happy easter. enjoy this lovely day 🐣🍫🐇","hi andrew, happy easter. enjoy this lovely day ","['🐣', '🐇']"
5207,"i love you so much freen becky thank you so much for coming to my life you both is my inspiration, motivation to the fighting for my dreams a teacher soon 🥹🐰🤍🦦✨
#freenbeckyinmacau
#freenbecky_fanboom_macau 
#beckysangles 
#srchafreen","i love you so much freen becky thank you so much for coming to my life you both is my inspiration, motivation to the fighting for my dreams a teacher soon ✨
#freenbeckyinmacau
#freenbecky_fanboom_macau 
#beckysangles 
#srchafreen","['\U0001f979', '🐰', '🤍']"
5208,good morning and happy easter. 🐇☕️🙏🇺🇲,good morning and happy easter. ☕️,"['🐇', '🙏']"
5209,"hiiii i’m having an easter sale on my shop, 10% off everything today and tomorrow pls have a lil look if you fancy 🥰🐇🌸","hiiii i’m having an easter sale on my shop, 10% off everything today and tomorrow pls have a lil look if you fancy ","['🥰', '🐇']"
5210,thanks dina and a very happy easter to you too 🐣🌞🌼🐇,thanks dina and a very happy easter to you too ,"['🐣', '🐇']"
5211,happy easter hepsta and leeloo! 🐇🐑🐥🐣have a fun filled day.,happy easter hepsta and leeloo! have a fun filled day.,"['🐇', '🐣']"
5212,#easteregg hunt (from the viewpoint of the hunted)...🔍🐇🥚,#easteregg hunt (from the viewpoint of the hunted)...,"['🐇', '🥚']"
5213,good morning hayley and happy easter 🥰🐇🐣,good morning hayley and happy easter ,"['🥰', '🐇', '🐣']"
5214,"happy easter! 
follow the 🐇
 #easter #rabbit2023 $rabbit #easter2023 #happyeaster","happy easter! 
follow the 
 #easter #rabbit2023 $rabbit #easter2023 #happyeaster",['🐇']
5215,frohe ostern 🐇🐣🍫,frohe ostern ,"['🐇', '🐣']"
5216,"dear mr. 🧡tony🐾, what a picture! fabulous!
enjoy a cuddleful easter sunday with your hoomans! 🌼🐇🥚🐣🌸","dear mr. tony, what a picture! fabulous!
enjoy a cuddleful easter sunday with your hoomans! ","['🐇', '🥚', '🐣']"
5217,happy easter to you too 🐇🌞,happy easter to you too ,['🐇']
5218,hi ashton happy easter 🐣🍫🐇 babe a hope you are well and have a great day lovely 💋💋💋😍😍🥰🥰💖💖,hi ashton happy easter  babe a hope you are well and have a great day lovely ,"['🐣', '🐇', '😍', '😍', '🥰', '🥰']"
5219,"good morning, and #happyeaster y'all! 🐇🍫🐥🥚🧺","good morning, and #happyeaster y'all! 🧺","['🐇', '🥚']"
5220,what if we cry otor?! 😭🤣,what if we cry otor?! ,"['😭', '🤣']"
5221,never ended up finishing this but happy easterrrr 🐇💐,never ended up finishing this but happy easterrrr ,['🐇']
5222,"happy easter 🐰🐇 ✝️ beautiful people 💞💕💌💟💝💖.

he died on a cross, to take away the sins of the world. 

to help us with our consciousness.  

less we forget xoxoxo 

have a great day everyone 🤗🤗🤗🤗 big hugs from this side of the pond.","happy easter  ✝️ beautiful people .

he died on a cross, to take away the sins of the world. 

to help us with our consciousness.  

less we forget xoxoxo 

have a great day everyone  big hugs from this side of the pond.","['🐰', '🐇']"
5223,#happyeaster ✝️🐇💖🙏,#happyeaster ✝️,"['🐇', '🙏']"
5224,aww cute😻 happy easter johnny and beautiful oliver🐇🐣🌷,aww cute happy easter johnny and beautiful oliver,"['🐇', '🐣']"
5225,"happy easter holidays 🐰🐇😚

#easter2023 #medibang #webtooncanvas #indiecomics #eastersunday","happy easter holidays 

#easter2023 #medibang #webtooncanvas #indiecomics #eastersunday","['🐰', '🐇']"
5226,"in my house
i have a lot of big plants little plants.♡🪴","in my house
i have a lot of big plants little plants.♡",[]
5227,gm happy easter missy 🥚🐰🐣🐇,gm happy easter missy ,"['🥚', '🐰', '🐣', '🐇']"
5228,happy easter 🐣🐰🐇💘,happy easter ,"['🐣', '🐰', '🐇']"
5229,🥚🎀ꕀ🐇♡happy easter♡🐇ꕀ🎀🥚,ꕀ♡happy easter♡ꕀ,"['🥚', '🐇', '🐇', '🥚']"
5230,happy easter 🐣 💓 🐇,happy easter   ,"['🐣', '🐇']"
5231,"happy easter sunday everyone! roll away negativity  stay in your magic! spring has sprung, it's a new life so tucking into a  strawberries  cream egg is a treat  my rainbow eggs match my nails!😜 love my new  pearl ring. yasss! have a lovely day 💜🐇🐣†","happy easter sunday everyone! roll away negativity &amp; stay in your magic! spring has sprung, it's a new life so tucking into a  strawberries &amp; cream egg is a treat &amp; my rainbow eggs match my nails! love my new  pearl ring. yasss! have a lovely day †","['🐇', '🐣']"
5232,gm and happy easter gary 🦒🐇🥚,gm and happy easter gary ,"['🐇', '🥚']"
5233,"happy easter! 
follow the 🐇
 #easter #rabbit2023 $rabbit #easter2023 #happyeaster","happy easter! 
follow the 
 #easter #rabbit2023 $rabbit #easter2023 #happyeaster",['🐇']
5234,happy easter! 🐇🔆,happy easter! ,['🐇']
5235,happy easter! 🐣🐇,happy easter! ,"['🐣', '🐇']"
5236,"happy easter, dear friends!! stay healthy and safe! from lucerne with love ❤️! 🐣🐇🌷🌷🌷🧚‍♂️🥂🙋‍♀️🇨🇭❗️","happy easter, dear friends!! stay healthy and safe! from lucerne with love ❤️! ‍♂️‍♀️❗️","['🐣', '🐇']"
5237,"wishing everyone a happy easter! may this holiday bring you joy, peace, and love. let's celebrate the beauty of spring together no matter where we are in the world. wishing you all a blessed easter! 🐰🌸💐️🎉  #happyeaster  #eastercelebrations #joypeacelove  🐣🥚🐇❤️","wishing everyone a happy easter! may this holiday bring you joy, peace, and love. let's celebrate the beauty of spring together no matter where we are in the world. wishing you all a blessed easter! ️  #happyeaster  #eastercelebrations #joypeacelove  ❤️","['🐰', '🎉', '🐣', '🥚', '🐇']"
5238,good morning brittany. happy easter 🐇🐣🐰 from bailey  luna ❤️,good morning brittany. happy easter  from bailey &amp; luna ❤️,"['🐇', '🐣', '🐰']"
5239,happy easter albert!  here’s hoping for an eggcellent day for you!! 🥚 🐇,happy easter albert!  here’s hoping for an eggcellent day for you!!  ,"['🥚', '🐇']"
5240,"thank you sweets, have a blessed easter! 🙏❤☀🐇🌷🍃🌼","thank you sweets, have a blessed easter! ❤☀","['🙏', '🐇']"
5241,#easter we had a special guest come round with easter eggs today ! 🤗🐇🐣 happy easter from the ridings 🤗,#easter we had a special guest come round with easter eggs today !  happy easter from the ridings ,"['🐇', '🐣']"
5242,"happy easter everyone. hope it's a good one. 🐣🐇💐
happy easter  . i hope you're safe and having fun. you deserve to smile. wishing you lots of love and hugs and happiness from my heart. 🩵💚💜💛🤍
#happyeaster #happyeaster2023 #normanreedus #wwwbigbaldhead","happy easter everyone. hope it's a good one. 
happy easter  . i hope you're safe and having fun. you deserve to smile. wishing you lots of love and hugs and happiness from my heart. 🩵
#happyeaster #happyeaster2023 #normanreedus #wwwbigbaldhead","['🐣', '🐇', '🤍']"
5243,welcome!!💗🐇,welcome!!,['🐇']
5244,happy pagan holiday that has been turned into a christian holiday!!!🐇🐇🐇🐇🤣🤣🤣🤣🎉🎉🎉🎉🎉🐇🐇🐇🐇🐇🐇🐰🐰🐰🐰🐰🐰🐰🐰,happy pagan holiday that has been turned into a christian holiday!!!,"['🐇', '🐇', '🐇', '🐇', '🤣', '🤣', '🤣', '🤣', '🎉', '🎉', '🎉', '🎉', '🎉', '🐇', '🐇', '🐇', '🐇', '🐇', '🐇', '🐰', '🐰', '🐰', '🐰', '🐰', '🐰', '🐰', '🐰']"
5245,"happy easter! 💖🎨🖌️🌹❤️😍🐇 🐣🥚 gabrielaromaria 
#love #real #beautiful #fun #lovestory #painting #people #truelove #music #inspired #lovr #life #maverick #lovesong #flowers #toktitiktok #goals #image #dreams #portrait","happy easter! ️❤️  gabrielaromaria 
#love #real #beautiful #fun #lovestory #painting #people #truelove #music #inspired #lovr #life #maverick #lovesong #flowers #toktitiktok #goals #image #dreams #portrait","['😍', '🐇', '🐣', '🥚']"
5246,"happy easter 🐇 everyone please be safe out there and enjoy your day. 

#happyeaster","happy easter  everyone please be safe out there and enjoy your day. 

#happyeaster",['🐇']
5247,"happy easter mäds, may your day be amazing 🇧🇷🤍🐇","happy easter mäds, may your day be amazing ","['🤍', '🐇']"
5248,"thank you, same to you! hope you're well, and your family too!
💛☀️💛🙏🐣🐥🐣🐇🐇🎶🌿☀️","thank you, same to you! hope you're well, and your family too!
☀️☀️","['🙏', '🐣', '🐣', '🐇', '🐇']"
5249,happy easter 🐣🐇,happy easter ,"['🐣', '🐇']"
5250,happy easter 🐇 may today be very spiritual  blessed!,happy easter  may today be very spiritual &amp; blessed!,['🐇']
5251,happy easter! 🐇🐣🐰,happy easter! ,"['🐇', '🐣', '🐰']"
5252,"all! the middle one is the prettiest, but that first one would be my choice if i could only have one! 😉👍🐇🐰🌈","all! the middle one is the prettiest, but that first one would be my choice if i could only have one! ","['😉', '👍', '🐇', '🐰']"
5253,here’s the green 🟩screen 📺captures on this easter 🐇sunday morning! enjoy your easter 🐇sunday  i’ll see you next time on  when i see you back again with weather 🌡️☀️and traffic 🛣️🚗on the 5’s on  morning news!😁,here’s the green screen captures on this easter sunday morning! enjoy your easter sunday &amp; i’ll see you next time on  when i see you back again with weather ️☀️and traffic ️on the 5’s on  morning news!,"['🐇', '🐇']"
5254,happy easter 🐇 🐰 sunday morning to you  from weather☀️🌦️ and traffic🛣️🚗🚦 on the 5’s!  i woke up @ 7am sharp to watch you on  morning reporting the weather!,happy easter   sunday morning to you  from weather☀️️ and traffic️ on the 5’s!  i woke up @ 7am sharp to watch you on  morning reporting the weather!,"['🐇', '🐰']"
5255,"happy easter, y'all. 💐🐇","happy easter, y'all. ",['🐇']
5256,happy easter twitter birds! have a good day and go eat some veggies! 🥕👩🏻‍🌾🐰🐇🥚🐥🐥🐣🐓,happy easter twitter birds! have a good day and go eat some veggies! ‍,"['🐰', '🐇', '🥚', '🐣']"
5257,wishing you and your family a happy easter!  🐇🐰🐇,wishing you and your family a happy easter!  ,"['🐇', '🐰', '🐇']"
5258,wishing you and your family a happy easter!  🐇🐰🐇,wishing you and your family a happy easter!  ,"['🐇', '🐰', '🐇']"
5259,wishing you and your family a happy easter!  🐇🐰🐇,wishing you and your family a happy easter!  ,"['🐇', '🐰', '🐇']"
5260,gm happy easter 13 🥚🐰🐣🐇,gm happy easter 13 ,"['🥚', '🐰', '🐣', '🐇']"
5261,wishing you and your family a happy easter!  🐇🐰🐇,wishing you and your family a happy easter!  ,"['🐇', '🐰', '🐇']"
5262,wishing you and your family a happy easter!  🐇🐰🐇,wishing you and your family a happy easter!  ,"['🐇', '🐰', '🐇']"
5263,happy easter all! if chocolate is your thing then i hope the easter bunny brought you plenty of eggs! 🐰 🐇 🐤 🐣 🐥,happy easter all! if chocolate is your thing then i hope the easter bunny brought you plenty of eggs!     ,"['🐰', '🐇', '🐣']"
5264,"we hope you enjoy today 💛🌼🐝🐇

#easter #happyeaster #cannabiscommunity #cannabishealth #cannabismedicinal #cannabislife #denver #hickory #lkn #mooresville","we hope you enjoy today 

#easter #happyeaster #cannabiscommunity #cannabishealth #cannabismedicinal #cannabislife #denver #hickory #lkn #mooresville",['🐇']
5265,"hi, luci! good morning! *happy easter sunday* to you! aww, thanks! love and easter blessings. to,you!! my, dear friend. 😎❤️😍🌷✝️🐇","hi, luci! good morning! *happy easter sunday* to you! aww, thanks! love and easter blessings. to,you!! my, dear friend. ❤️✝️","['😎', '😍', '🐇']"
5266,spending my easter with the best peeps. 🐤🐇,spending my easter with the best peeps. ,['🐇']
5267,happy easter have a beautiful blessed day 💛🌻😊🤗😘💛🌞☕️☕️💛🐇🐇🐇🌷🪻🌷💛🇺🇲🇺🇲🇺🇲,happy easter have a beautiful blessed day ☕️☕️🪻,"['🐇', '🐇', '🐇']"
5268,happy easter🐇❤,happy easter❤,['🐇']
5269,"gm #solanacommunity 

happy easter 🐇 🥚 
god bless you and your families. have an amazing day!","gm #solanacommunity 

happy easter   
god bless you and your families. have an amazing day!","['🐇', '🥚']"
5270,"happy easter 🐣 🐇 and national unicorn day 🦄  i hope everyone has a fun filled day!

#easter2023 #nationalunicornday","happy easter   and national unicorn day   i hope everyone has a fun filled day!

#easter2023 #nationalunicornday","['🐣', '🐇']"
5271,good morning. happyeaster! wait...is “floating peeps in your coffee” a thing?? 🐣🐇☀️,good morning. happyeaster! wait...is “floating peeps in your coffee” a thing?? ☀️,"['🐣', '🐇']"
5272,"morning, happy easter 🐣🐇","morning, happy easter ","['🐣', '🐇']"
5273,happy easter steve.. it is😘🐇❤️,happy easter steve.. it is❤️,['🐇']
5274,happy easter everyone 🐣 🐇,happy easter everyone  ,"['🐣', '🐇']"
5275,happy easter 🐣 💓 beautiful saffy.  have a wonderful day with your family sweetie. 🩵🩵🩷🩷🩷💫🐾🐾🐇🐰🐥🐤🐣🕊,happy easter   beautiful saffy.  have a wonderful day with your family sweetie. 🩵🩵🩷🩷🩷,"['🐣', '🐇', '🐰', '🐣']"
5276,"happy easter! 
follow the 🐇
 #easter #rabbit2023 $rabbit #easter2023 #happyeaster","happy easter! 
follow the 
 #easter #rabbit2023 $rabbit #easter2023 #happyeaster",['🐇']
5277,🐇🪺  happy easter  🥚🌿🍫,🪺  happy easter  ,"['🐇', '🥚']"
5278,hope all have a lovely day... 💕🙏🙏🐇🪺🐣,hope all have a lovely day... 🪺,"['🙏', '🙏', '🐇', '🐣']"
5279,vouch  for 8 months solo spotify premium account #najisvouches 🐇,vouch  for 8 months solo spotify premium account #najisvouches ,['🐇']
5280,happy easter 🐇🐥😘,happy easter ,['🐇']
5281,"thank you so much 〜！
shinさん✧˖*

it is difficult to take pictures of the moon.🌕","thank you so much 〜！
shinさん✧˖*

it is difficult to take pictures of the moon.",[]
5282,#easter we had a special guest come round with easter eggs today ! 🤗🐇🐣 happy easter from the ridings 🤗,#easter we had a special guest come round with easter eggs today !  happy easter from the ridings ,"['🐇', '🐣']"
5283,happy easter to those who celebrate! 🥚🐇💐,happy easter to those who celebrate! ,"['🥚', '🐇']"
5284,"if i told you, i am a cute innocent bunny, would you believe me? 🥺","if i told you, i am a cute innocent bunny, would you believe me? ",[]
5285,thank you bc i definitely was not in the mood to reply or explain to these 🦝. happy easter 🐇,thank you bc i definitely was not in the mood to reply or explain to these . happy easter ,['🐇']
5286,happy easter! 🥚🐇,happy easter! ,"['🥚', '🐇']"
5287,"aww so cute, thank you, happy easter to you.
🐇🌷🐤","aww so cute, thank you, happy easter to you.
",['🐇']
5288,"mozart - piano concerto no. 1 in f, k. 37 [complete]  via  happy easter🐣sunday everyone as wolfgang amadeus mozart regales us with his beautiful piano🎹concerto orchestra no.1 in f major op,37 musical🎶score in the 3rd movement hope you enjoy😊","mozart - piano concerto no. 1 in f, k. 37 [complete]  via  happy eastersunday everyone as wolfgang amadeus mozart regales us with his beautiful pianoconcerto orchestra no.1 in f major op,37 musicalscore in the 3rd movement hope you enjoy",['🐣']
5289,"good morning lads, and happy easter to those who celebrate it, for this occasion here's finn with da bunny filter 🐇","good morning lads, and happy easter to those who celebrate it, for this occasion here's finn with da bunny filter ",['🐇']
5290,"happy easter 🐰🐣🐇 everyone, i’m visiting the catcafe the coffee cat, almere the netherlands 🇳🇱","happy easter  everyone, i’m visiting the catcafe the coffee cat, almere the netherlands ","['🐰', '🐣', '🐇']"
5291,"happy easter🐇

#ridethewave🌊","happy easter

#ridethewave",['🐇']
5292,happy easter everyone !! 🐰🐣🐇🌸,happy easter everyone !! ,"['🐰', '🐣', '🐇']"
5293,"for those of you that celebrate, happy easter! 🐣🐰🐇 🪺 ⛪️ ✝️","for those of you that celebrate, happy easter!  🪺 ⛪️ ✝️","['🐣', '🐰', '🐇']"
5294,happy easter 🐣🐇🐰,happy easter ,"['🐣', '🐇', '🐰']"
5295,"#happyeaster 🐇
for all my christian friends","#happyeaster 
for all my christian friends",['🐇']
5296,"these ones murder me every time: steel magnolias, out of africa, beaches, the joy luck club, the way way back, coco, the last episode of six feet under (but also the show generally). looking at this list i think i might have some family-centered trauma. 😬","these ones murder me every time: steel magnolias, out of africa, beaches, the joy luck club, the way way back, coco, the last episode of six feet under (but also the show generally). looking at this list i think i might have some family-centered trauma. ",[]
5297,sleeping the easter eggs off🐾🐇,sleeping the easter eggs off,['🐇']
5298,"on this easter sunday, let us be grateful for the sacrifices of our loved ones, the blessings in our lives, and the gift of life itself. happy easter! 🌸🐇 #easterblessings","on this easter sunday, let us be grateful for the sacrifices of our loved ones, the blessings in our lives, and the gift of life itself. happy easter!  #easterblessings",['🐇']
5299,happy easter to you all 🐇🐰🐣❤️,happy easter to you all ❤️,"['🐇', '🐰', '🐣']"
5300,"happy easter!

thanks for choosing tlc garden centers to get your lawn and garden picture perfect for egg hunting! 🐇 💐 🥚 

if your family time includes some planting, come see us today! open 11-6!","happy easter!

thanks for choosing tlc garden centers to get your lawn and garden picture perfect for egg hunting!    

if your family time includes some planting, come see us today! open 11-6!","['🐇', '🥚']"
5301,happy easter 🐇what kind of bunny are you?😉🤭,happy easter what kind of bunny are you?,"['🐇', '😉']"
5302,happy easter 🐇🐣,happy easter ,"['🐇', '🐣']"
5303,so gorgeous the lot of ya 😍😍😍 happy easter 🐣🐥🐰🐇,so gorgeous the lot of ya  happy easter ,"['😍', '😍', '😍', '🐣', '🐰', '🐇']"
5304,"for we must all appear before the judgment seat of christ, so that each of us may receive what is due us for the things done while in the body, whether good or bad. 🐇😇❤️happy easter","for we must all appear before the judgment seat of christ, so that each of us may receive what is due us for the things done while in the body, whether good or bad. ❤️happy easter","['🐇', '😇']"
5305,happy easter from all of us here at strandhill beach apts 💐🐇🐣,happy easter from all of us here at strandhill beach apts ,"['🐇', '🐣']"
5306,good morning 🌞 ☀️.  happy easter 🐣 🐇🐇,good morning  ☀️.  happy easter  ,"['🐣', '🐇', '🐇']"
5307,"good morning dave!👋
have a very happy easter lifeson day my friend!🐇🐰✌️","good morning dave!
have a very happy easter lifeson day my friend!✌️","['🐇', '🐰']"
5308,"happy and beautiful easter days for all of you in the circle of your loved ones 
🌞🌷🐇🐥🐰🐣🐰🐥🐇🌷🌞","happy and beautiful easter days for all of you in the circle of your loved ones 
","['🐇', '🐰', '🐣', '🐰', '🐇']"
5309,"my favorite new old show is the mindy project. you make me laugh out loud, i love you!!! like seriously, thank you mindy. 💖💖💖🐇🐇🐇","my favorite new old show is the mindy project. you make me laugh out loud, i love you!!! like seriously, thank you mindy. ","['🐇', '🐇', '🐇']"
5310,"so cute, lovely pics curly 🐇","so cute, lovely pics curly ",['🐇']
5311,happy easter 🐣🐇🐰,happy easter ,"['🐣', '🐇', '🐰']"
5312,"happy easter 🐇 to all believers in christ, today we celebrate the resurrection of jesus.
wishing you all a blessed and meaningful easter sunday!!!","happy easter  to all believers in christ, today we celebrate the resurrection of jesus.
wishing you all a blessed and meaningful easter sunday!!!",['🐇']
5313,happy easter 🐇,happy easter ,['🐇']
5314,happy easter to all my catholic friends😊🐇💓!,happy easter to all my catholic friends!,['🐇']
5315,good morning and happy easter catturd . ✝️🙏🥰👍🐇🐥,good morning and happy easter catturd . ✝️,"['🙏', '🥰', '👍', '🐇']"
5316,happy easter🕊️✝️🐣🐇💐🤗,happy easter️✝️,"['🐣', '🐇']"
5317,happy easter everyone!🐣🐰🐇,happy easter everyone!,"['🐣', '🐰', '🐇']"
5318,"gm lola, have a wonderful easter 🐇🐣","gm lola, have a wonderful easter ","['🐇', '🐣']"
5319,#happyeaster 🐇🥚🐰 to all my friends celebrating today 🎉 !  be happy everyone 😊 ! and the easter bunny 🐰 will definitely bring a lot of chocolate eggs🥚🥚🥚 ! #happyeasterday 🐰🥚🐇,#happyeaster  to all my friends celebrating today  !  be happy everyone  ! and the easter bunny  will definitely bring a lot of chocolate eggs ! #happyeasterday ,"['🐇', '🥚', '🐰', '🎉', '🐰', '🥚', '🥚', '🥚', '🐰', '🥚', '🐇']"
5320,they told me someone versed in islam told them that thing basically a rope over the quran two people hold it and u ask it questions 💀💀 if it turns it’s a yes if it doesn’t it’s a no,they told me someone versed in islam told them that thing basically a rope over the quran two people hold it and u ask it questions  if it turns it’s a yes if it doesn’t it’s a no,"['💀', '💀']"
5321,good morning neely and happy easter 🥰🐇🐣,good morning neely and happy easter ,"['🥰', '🐇', '🐣']"
5322,"good morning, gary. happy easter. 🐇🙏☕️🇺🇲","good morning, gary. happy easter. ☕️","['🐇', '🙏']"
5323,happy easter percy and family 🐰🐇🐣❤️❤️,happy easter percy and family ❤️❤️,"['🐰', '🐇', '🐣']"
5324,"morning fire, happy easter fam 🐇🫶","morning fire, happy easter fam 🫶",['🐇']
5325,the alogrithm will always reward your participation show up every single day ...🐇,the alogrithm will always reward your participation show up every single day ...,['🐇']
5326,good morning and happy easter! 🐇 ☕️ 🥚,good morning and happy easter!  ☕️ ,"['🐇', '🥚']"
5327,frohe ostern 🐇 thomas,frohe ostern  thomas,['🐇']
5328,happy easter 🐣🐇🐰 2023 from the nanny!!!!  #thenanny #happyeaster2023,happy easter  2023 from the nanny!!!!  #thenanny #happyeaster2023,"['🐣', '🐇', '🐰']"
5329,"i dreamed of you, lol. 😊 happy easter to you and your whole family, rachel! ❤️🐣🐇","i dreamed of you, lol.  happy easter to you and your whole family, rachel! ❤️","['🐣', '🐇']"
5330,happy easter to you too 🍀🐇🐣,happy easter to you too ,"['🐇', '🐣']"
