ID,Comments,raw text,emojis
302,"happy easter everyone!🐰

thank you to matty and kathy hesselbirg and nancy mcelroy for ""hopping""🐇 by our houses to check in our good eggs!🐣","happy easter everyone!

thank you to matty and kathy hesselbirg and nancy mcelroy for ""hopping"" by our houses to check in our good eggs!","['🐰', '🐇', '🐣']"
303,hilarious 🤣 have a blessed day. 🐇🌷🐣🐿️😘😁,hilarious  have a blessed day. ️,"['🤣', '🐇', '🐣']"
304,"helped out with meals for the homeless for easter sunday. fajitas were made (i know, not very easter like 😁)  played some board games. some nice cakes made  gave out easter eggs. 😊🥚🐣
was a good afternoon.🤞","helped out with meals for the homeless for easter sunday. fajitas were made (i know, not very easter like ) &amp; played some board games. some nice cakes made &amp; gave out easter eggs. 
was a good afternoon.","['🥚', '🐣']"
305,happy easter.🐣❤️,happy easter.❤️,['🐣']
306,"""hoppy"" easter from your #tech family at booker dimaio! 🐣","""hoppy"" easter from your #tech family at booker dimaio! ",['🐣']
307,🐣 happy easter from our family to yours! comment below with your favorite easter dish or treat 🍴🍭, happy easter from our family to yours! comment below with your favorite easter dish or treat ,['🐣']
308,"i like all of the above,  lol. happy easter 🐣","i like all of the above,  lol. happy easter ",['🐣']
309,yer know it’s been over 4 years. ohhh. yer meant the lamb. will be later cai is at work darling. what yer on the wine 🍷 or have you moved on to the whiskey 🥃? ❤️🐣❤️🐣😈😊😊,yer know it’s been over 4 years. ohhh. yer meant the lamb. will be later cai is at work darling. what yer on the wine  or have you moved on to the whiskey ? ❤️❤️,"['🐣', '🐣']"
310,happy easter 🐣 🐇,happy easter  ,"['🐣', '🐇']"
311,happy easter 🐣🐇,happy easter ,"['🐣', '🐇']"
312,happy easter 🐣 my #freedom loving peeps! #pierre4pm #trudeaumustgo 🇨🇦🇨🇦🇨🇦,happy easter  my #freedom loving peeps! #pierre4pm #trudeaumustgo ,['🐣']
313,🐰 hoppy easter! 🐣 wishing you a day full of egg-citement!🥚🌷, hoppy easter!  wishing you a day full of egg-citement!,"['🐰', '🐣', '🥚']"
314,awe i know the kids are going to be so happy because of your hard work❤️❤️❤️❤️you look so beautiful friend ❤️❤️happy easter🥚🐣🍬🧺🐇🐰,awe i know the kids are going to be so happy because of your hard work❤️❤️❤️❤️you look so beautiful friend ❤️❤️happy easter🧺,"['🥚', '🐣', '🐇', '🐰']"
315,"today is #eastersunday 🐣💐

#easter is a religious holiday that celebrates the resurrection of jesus christ. although #easter is a christian holiday, many people, regardless of their religion, celebrate this day! 

happy easter from all of us at  🌈","today is #eastersunday 

#easter is a religious holiday that celebrates the resurrection of jesus christ. although #easter is a christian holiday, many people, regardless of their religion, celebrate this day! 

happy easter from all of us at  ",['🐣']
316,happy easter from the fuller fam 🐰🐣,happy easter from the fuller fam ,"['🐰', '🐣']"
317,"happy easter to all my twitter friends, luv ya from me and my baby girl, sophie rose 🩷🐣","happy easter to all my twitter friends, luv ya from me and my baby girl, sophie rose 🩷",['🐣']
318,happy easter 🐣,happy easter ,['🐣']
319,happy easter loves 🐰🐣🐇,happy easter loves ,"['🐰', '🐣', '🐇']"
320,matron followed by at your convenience. top easter viewing 🐣 #carryon,matron followed by at your convenience. top easter viewing  #carryon,['🐣']
321,"we hope everyone is having a good weekend!

from the cyberguard360 family to yours, have a safe and happy #easter 🐣🐰💜","we hope everyone is having a good weekend!

from the cyberguard360 family to yours, have a safe and happy #easter ","['🐣', '🐰']"
322,a sad realization! 😂🐣🐰 happy easter!,a sad realization!  happy easter!,"['😂', '🐣', '🐰']"
323,happy bunny day bestie! have a beautiful one 💗🫶🏼🪺💐🐣,happy bunny day bestie! have a beautiful one 🫶🪺,['🐣']
324,"happy easter 🐰🐣💚

much ❤️ always to louie","happy easter 

much ❤️ always to louie","['🐰', '🐣']"
325,happy easter 🐣,happy easter ,['🐣']
326,that was some straight out mortal combat ” finnish him ” with the arrows 🤩🏆🐣,that was some straight out mortal combat ” finnish him ” with the arrows ,['🐣']
327,happy easter 🐣🐇,happy easter ,"['🐣', '🐇']"
328,it's easter. 🐣🐰,it's easter. ,"['🐣', '🐰']"
329,happy easter from all of us at scyc. 🐇🐣,happy easter from all of us at scyc. ,"['🐇', '🐣']"
330,happy easter!🐣 🙌🏼🩷,happy easter! 🩷,['🐣']
331,a sad realization! 😂🐣🐰 happy easter!,a sad realization!  happy easter!,"['😂', '🐣', '🐰']"
332,"from our hsl family to yours, we wish you a wonderful sunday! 🥚🐰🐇🐣 #sunday #spring #egghunt #hoppysunday #itsaboutcommunity #hslproperties #hsl #arizona #hslliving #home #homesweethome #apartments #apartmentliving
hsl asset management, llc.
[equal housing opportunity]","from our hsl family to yours, we wish you a wonderful sunday!  #sunday #spring #egghunt #hoppysunday #itsaboutcommunity #hslproperties #hsl #arizona #hslliving #home #homesweethome #apartments #apartmentliving
hsl asset management, llc.
[equal housing opportunity]","['🥚', '🐰', '🐇', '🐣']"
333,happy easter 🐣,happy easter ,['🐣']
334,"i’m back yall, imma just be carful with following and stuff 🤣🤣 happy easter 🐣 🩷🩷😘","i’m back yall, imma just be carful with following and stuff  happy easter  🩷🩷","['🤣', '🤣', '🐣']"
335,gm happy easter 🐣,gm happy easter ,['🐣']
336,happy easter dexter 🐣🐰 we hope you are having a great day 🐾,happy easter dexter  we hope you are having a great day ,"['🐣', '🐰']"
337,"happy easter stan! and jim, of course.🐣","happy easter stan! and jim, of course.",['🐣']
338,best part of regions are the new friends you meet along the way 🤭,best part of regions are the new friends you meet along the way ,[]
339,"happy easter 🐣🐇 to everyone, god bless the whole world 🌎🙏🏾 ! enjoy 🥚","happy easter  to everyone, god bless the whole world  ! enjoy ","['🐣', '🐇', '🙏', '🥚']"
340,thank you bestiebeans💞💞 i’m having the best day outside☀️🌷🐝 happy sunday friends ☮️ 🐣💜💐,thank you bestiebeans i’m having the best day outside☀️ happy sunday friends ☮️ ,['🐣']
341,thanks very much alex. i’m really good thanks. hope you’re well happy easter to you too 👍🏻👊🏻🐣😊,thanks very much alex. i’m really good thanks. hope you’re well happy easter to you too ,"['👍', '🐣']"
342,"what sad cnut he really is 
have a lovely easter, whatever way you wish 🐣🐣","what sad cnut he really is 
have a lovely easter, whatever way you wish ","['🐣', '🐣']"
343,happy easter!! 🐰🐣,happy easter!! ,"['🐰', '🐣']"
344,trying to squeeze at least two amazon videos out before spending fam time today. happy easter 🐣✨❤️,trying to squeeze at least two amazon videos out before spending fam time today. happy easter ✨❤️,['🐣']
345,"happy easter everyone! this is a special time of the year when we celebrate new beginnings, fresh starts, and the renewal of hope. whether you celebrate easter for religious reasons or as a secular holiday, it's a time for joy, love, and togetherness! 💝🐣🐰","happy easter everyone! this is a special time of the year when we celebrate new beginnings, fresh starts, and the renewal of hope. whether you celebrate easter for religious reasons or as a secular holiday, it's a time for joy, love, and togetherness! ","['🐣', '🐰']"
346,happy easter.🐣 💓 💛 🐇🐰♥️,happy easter.   ♥️,"['🐣', '🐇', '🐰']"
347,wishing everyone a happy easter 😊🙏🐣✝️🥂 #easter,wishing everyone a happy easter ✝️ #easter,"['🙏', '🐣']"
348,blessings to you and family today !!🐣🐇🙏🌹🎚,blessings to you and family today !!,"['🐣', '🐇', '🙏']"
349,thanks and same to you!!🐣,thanks and same to you!!,['🐣']
350,happy easter sunday everybody 🐣🎉 stay blessed!,happy easter sunday everybody  stay blessed!,"['🐣', '🎉']"
351,happy easter and a peaceful joyful day to all.  🐰🐣🥕🥚🌈🏡,happy easter and a peaceful joyful day to all.  ,"['🐰', '🐣', '🥚']"
352,happy easter 🐣 💓 to you as well sis ❤️❤️,happy easter   to you as well sis ❤️❤️,['🐣']
353,"happy easter from my family to yours 🐣🐰 
p.s these look yummy 😋 😍","happy easter from my family to yours  
p.s these look yummy  ","['🐣', '🐰', '😋', '😍']"
354,happy easter 🐣!,happy easter !,['🐣']
355,"happy easter from bcit cpf 🐣

#bcit #bcitcpf #happyeaster","happy easter from bcit cpf 

#bcit #bcitcpf #happyeaster",['🐣']
356,happy easter from fh family🐣🕊️🤍🖤,happy easter from fh family️,"['🐣', '🤍']"
357,happy easter 🐣 !,happy easter  !,['🐣']
358,happy and blessed easter 🐇🐣💖,happy and blessed easter ,"['🐇', '🐣']"
359,happy easter 🐣🐰 from me  pikachu,happy easter  from me &amp; pikachu,"['🐣', '🐰']"
360,happy easter to you all 🐣,happy easter to you all ,['🐣']
361,happy easter quest  to all your family. enjoy those sardines! 😊🐾💙🐾🐣 #sardinesunday,happy easter quest &amp; to all your family. enjoy those sardines!  #sardinesunday,['🐣']
362,the hunt is on! our furry friends had a good time finding their easter eggs!! 🐰🐣 #easteregghunt #sundayfunday #love #dogsoftwitter,the hunt is on! our furry friends had a good time finding their easter eggs!!  #easteregghunt #sundayfunday #love #dogsoftwitter,"['🐰', '🐣']"
363,"from our team here at lawclerk, we hope you have a happy easter holiday! 🐇🐣
#remoteassociates #lawclerklegal #remoteworkforlawyers","from our team here at lawclerk, we hope you have a happy easter holiday! 
#remoteassociates #lawclerklegal #remoteworkforlawyers","['🐇', '🐣']"
364,happy easter… felices pascuas… wesołego alleluja…复活节快乐… to the wolfpack families 🐣🐇 #153wolfpack #maspethelementary #maspethqueens #easter #happyeaster,happy easter… felices pascuas… wesołego alleluja…复活节快乐… to the wolfpack families  #153wolfpack #maspethelementary #maspethqueens #easter #happyeaster,"['🐣', '🐇']"
365,happy easter 🐰 🐣 💕,happy easter   ,"['🐰', '🐣']"
366,happy easter 🐣,happy easter ,['🐣']
367,whatever floats your boat - happy easter 🐣,whatever floats your boat - happy easter ,['🐣']
368,dame gm and happy easter 🐣,dame gm and happy easter ,['🐣']
369,"|| easter bank holiday picks ||
🐣🐣🐣🐣🐣🐣🐣🐣🐣🐣🐣🐣🐣🐣
25% off sitewide 
here are some gorgeous styles you can get snap this weekend with 25% off.
which styles are you loving?","|| easter bank holiday picks ||

25% off sitewide 
here are some gorgeous styles you can get snap this weekend with 25% off.
which styles are you loving?","['🐣', '🐣', '🐣', '🐣', '🐣', '🐣', '🐣', '🐣', '🐣', '🐣', '🐣', '🐣', '🐣', '🐣']"
370,"winner 🏆: 
dm me for prize!
✔️ 
happy easter to everyone who is celebrating! 🐇🐣🍫
consider using my code in the itemshop to support me 🖤
phoenixblack627
**or play one of my maps**","winner : 
dm me for prize!
✔️ 
happy easter to everyone who is celebrating! 
consider using my code in the itemshop to support me 
phoenixblack627
**or play one of my maps**","['🐇', '🐣']"
371,thanks for the boost pattie. happy easter 🐣,thanks for the boost pattie. happy easter ,['🐣']
372,thank you and we wish you the same 🐣🐰💛,thank you and we wish you the same ,"['🐣', '🐰']"
373,you all look fantastic!! happy easter!! 🐣,you all look fantastic!! happy easter!! ,['🐣']
374,"happy easter to all those who celebrate 🐣

we hope your day is egg-stra special and filled with hope, joy and peace.

#easter #happyeaster","happy easter to all those who celebrate 

we hope your day is egg-stra special and filled with hope, joy and peace.

#easter #happyeaster",['🐣']
375,"happy easter 🐣 ❤️🤍

it’s been a great season,there’s been the usual ups and downs, laughter and tears, but 2023 is shaping up to a great year.

we’re less than halfway through our 150th celebrations, so there is so much more to come. ⚪️🔴

#ourtownourclub","happy easter  ❤️

it’s been a great season,there’s been the usual ups and downs, laughter and tears, but 2023 is shaping up to a great year.

we’re less than halfway through our 150th celebrations, so there is so much more to come. ⚪️

#ourtownourclub","['🐣', '🤍']"
376,happy easter to you also eggsy. 🐰🐣🐰😘🤗🥰😊❣️❤️🐇🐇🐇🐇🐇,happy easter to you also eggsy. ❣️❤️,"['🐰', '🐣', '🐰', '🥰', '🐇', '🐇', '🐇', '🐇', '🐇']"
377,happy easter to all of you who celebrate 🐣🐣,happy easter to all of you who celebrate ,"['🐣', '🐣']"
378,"happy easter from trollbeads! 🐰🐣🥚🌷🐇

celebrate this holiday with trollbeads' beautifully crafted and vibrantly colored jewelry😍

shop our collection now and get ready to hop into the easter spirit! 🌷🐰

#trollbeads #happyeaster #springfashion #jewelrylover #eastergifts","happy easter from trollbeads! 

celebrate this holiday with trollbeads' beautifully crafted and vibrantly colored jewelry

shop our collection now and get ready to hop into the easter spirit! 

#trollbeads #happyeaster #springfashion #jewelrylover #eastergifts","['🐰', '🐣', '🥚', '🐇', '😍', '🐰']"
379,"happy easter!! 
🐣 💐
from rylo
karma
brutus 
and especially phantom!!
#happyeaster #happyeastersunday 
#digidevil #crawler #phantom","happy easter!! 
 
from rylo
karma
brutus 
and especially phantom!!
#happyeaster #happyeastersunday 
#digidevil #crawler #phantom",['🐣']
380,"happy easter, every bunny! 🐣💖🐰

#majestys #majestysanimalnutrition #horse #equine #horsesofinstagram #horselove #easter","happy easter, every bunny! 

#majestys #majestysanimalnutrition #horse #equine #horsesofinstagram #horselove #easter","['🐣', '🐰']"
381,🪺 $lilipad4life thank you and happy easter 🐣 😊,🪺 $lilipad4life thank you and happy easter  ,['🐣']
382,happy easter to you and family!!🐣,happy easter to you and family!!,['🐣']
383,a sad realization! 😂🐣🐰 happy easter!,a sad realization!  happy easter!,"['😂', '🐣', '🐰']"
384,happy  easter 🐣 🐰💜🩵💙 from my family to your family 👪 ❤️,happy  easter  🩵 from my family to your family  ❤️,"['🐣', '🐰']"
385,happy easter 🐣💛,happy easter ,['🐣']
386,let’s see how good that head is god gave you 😂😂😂😂😂😂😂 happy easterrrr 🐣,let’s see how good that head is god gave you  happy easterrrr ,"['😂', '😂', '😂', '😂', '😂', '😂', '😂', '🐣']"
387,a sad realization! 😂🐣🐰 happy easter!,a sad realization!  happy easter!,"['😂', '🐣', '🐰']"
388,"they are absolutely totally delish !
🐣 happy easter ! thank you xxxx","they are absolutely totally delish !
 happy easter ! thank you xxxx",['🐣']
389,a sad realization! 😂🐣🐰 happy easter!,a sad realization!  happy easter!,"['😂', '🐣', '🐰']"
390,oh boy that looks good. happy easter 🐣 to you both.,oh boy that looks good. happy easter  to you both.,['🐣']
391,"hoppy easter, everyone! don't forget to take a moment to appreciate the beauty of spring and all the new beginnings it brings! 🐰🥚🐣

#easter #happyeaster #hoppyeaster #easter2023","hoppy easter, everyone! don't forget to take a moment to appreciate the beauty of spring and all the new beginnings it brings! 

#easter #happyeaster #hoppyeaster #easter2023","['🐰', '🥚', '🐣']"
392,a sad realization! 😂🐣🐰 happy easter!,a sad realization!  happy easter!,"['😂', '🐣', '🐰']"
393,a sad realization! 😂🐣🐰 happy easter!,a sad realization!  happy easter!,"['😂', '🐣', '🐰']"
394,"happy easter, everyone. 🐇🌸🐣☀️","happy easter, everyone. ☀️","['🐇', '🐣']"
395,happy easter! ✝️🐣 hope you have a great day!,happy easter! ✝️ hope you have a great day!,['🐣']
396,a sad realization! 😂🐣🐰 happy easter!,a sad realization!  happy easter!,"['😂', '🐣', '🐰']"
397,happy easter to you and yours from me and mine. 🐇🐇🐣🐣,happy easter to you and yours from me and mine. ,"['🐇', '🐇', '🐣', '🐣']"
398,"easter 🐣🐰 dinner-brown sugar  🍍 ham, hashbrown casserole, green beans,  🥦 summer salad! dark chocolate cake for dessert! #happyeaster2023 #happyeastersunday #happyeaster","easter  dinner-brown sugar &amp;  ham, hashbrown casserole, green beans, &amp;  summer salad! dark chocolate cake for dessert! #happyeaster2023 #happyeastersunday #happyeaster","['🐣', '🐰']"
399,a sad realization! 😂🐣🐰 happy easter!,a sad realization!  happy easter!,"['😂', '🐣', '🐰']"
400,"small rib roast, mashed potatoes, brussel sprouts with small bacon bits, carrots, green beans, halls bread rolls.  ice cream for dessert.  last minute dinner for 3 leftovers for the 2 worker bees later! happy easter, donna!🐣☀️💜💚💙❤️","small rib roast, mashed potatoes, brussel sprouts with small bacon bits, carrots, green beans, halls bread rolls.  ice cream for dessert.  last minute dinner for 3 leftovers for the 2 worker bees later! happy easter, donna!☀️❤️",['🐣']
401,happy easter from mine to yours. 🐣💐🪺🤍🐰#sunnyson 🌞 #eastersunday #easter2023,happy easter from mine to yours. 🪺#sunnyson  #eastersunday #easter2023,"['🐣', '🤍', '🐰']"
402,"happy easter 🐣🐰!

spending time with friends and family but ran out of things to say?

may i suggest killing some time going through the pile of elites we currently have on the site 👇



10% off everything with the discount code ""oldj""","happy easter !

spending time with friends and family but ran out of things to say?

may i suggest killing some time going through the pile of elites we currently have on the site 



10% off everything with the discount code ""oldj""","['🐣', '🐰']"
403,i appreciate the kind words sir. and wishing you and your family a happy easter. 🐇🐣🐰,i appreciate the kind words sir. and wishing you and your family a happy easter. ,"['🐇', '🐣', '🐰']"
404,"lol! i did jess and i'm still suffering 🤣
happy easter to yiu too 🐣🐰","lol! i did jess and i'm still suffering 
happy easter to yiu too ","['🤣', '🐣', '🐰']"
405,your welcome and happy easter 🐣 to you,your welcome and happy easter  to you,['🐣']
406,"in this beautiful season of joy and rebirth i’m wishing you and your families 
a very happy easter. 
blessings to all, 
happy spring 🐣🌷🌞","in this beautiful season of joy and rebirth i’m wishing you and your families 
a very happy easter. 
blessings to all, 
happy spring ",['🐣']
407,"happy easter from this dork. 🐰🐣

but just in case you don’t celebrate easter then i hope you have a great no a best day.💖","happy easter from this dork. 

but just in case you don’t celebrate easter then i hope you have a great no a best day.","['🐰', '🐣']"
408,"easter food. admittedly, my potatoes and carrots were overdone, but i blame the wine and the company for distracting me! bbq ham was superb! the smoked fiesta spinach dip was amazing. and mini egg ice cream and cheesecake blew everyone’s mind. overall, a great success!! 🐣","easter food. admittedly, my potatoes and carrots were overdone, but i blame the wine and the company for distracting me! bbq ham was superb! the smoked fiesta spinach dip was amazing. and mini egg ice cream and cheesecake blew everyone’s mind. overall, a great success!! ",['🐣']
409,"we hope you're spending easter with your best peeps! 🐣

happy easter! 🌻","we hope you're spending easter with your best peeps! 

happy easter! ",['🐣']
410,we’re having beautiful weather!! for another week!  😍,we’re having beautiful weather!! for another week!  ,['😍']
411,i hope everyone has a positive and blessed easter day 🐰🐣😘✨,i hope everyone has a positive and blessed easter day ✨,"['🐰', '🐣']"
412,easter bunny was here 🐣🐇,easter bunny was here ,"['🐣', '🐇']"
413,happy easter from the donald 🤡🐣,happy easter from the donald ,"['🤡', '🐣']"
414,"happy #easter 🐣🥚🐰 from our all-time fav #italianamerican diva, celebrity opera singer, broadway star, the  ❤️ “buona pasqua” 🇮🇹🇺🇸 

stay tuned for more👇


award-winning italian singer/pbs-tv host for #andreabocelli , il…","happy #easter  from our all-time fav #italianamerican diva, celebrity opera singer, broadway star, the  ❤️ “buona pasqua”  

stay tuned for more


award-winning italian singer/pbs-tv host for #andreabocelli , il…","['🐣', '🥚', '🐰']"
415,happy easter 🐣,happy easter ,['🐣']
416,doesn't matter how old they get... it's a tradition... made my boys do it and they're 29 and 13... 💯😇🐣 🥚 🐰,doesn't matter how old they get... it's a tradition... made my boys do it and they're 29 and 13...   ,"['😇', '🐣', '🥚', '🐰']"
417,happy easter 🐣 from my jit 🫶🏾#bigziy #llhisfather❤️‍🩹🕊️😇,happy easter  from my jit 🫶#bigziy #llhisfather❤️‍️,"['🐣', '😇']"
418,i want the easter menu from luella’s southern kitchen …. strawberry rhubarb honey pie with smoked honey ice cream 🫠☦️🐣,i want the easter menu from luella’s southern kitchen …. strawberry rhubarb honey pie with smoked honey ice cream ☦️,"['\U0001fae0', '🐣']"
419,cooking easter dinner🐣💕,cooking easter dinner,['🐣']
420,"""happy easter, everyone! wishing you a day filled with sweet treats and smashing hits on the court!🎾🐰🐣 #eastertennisfun #gameseteaster #hoppyeaster""","""happy easter, everyone! wishing you a day filled with sweet treats and smashing hits on the court! #eastertennisfun #gameseteaster #hoppyeaster""","['🐰', '🐣']"
421,happy easter 🐰🐣,happy easter ,"['🐰', '🐣']"
422,frohe ostern 🐣,frohe ostern ,['🐣']
423,i would love to listen to  #likecrazy by #jimin. thank you so much!!! it would make my day! 🙏💛😍,i would love to listen to  #likecrazy by #jimin. thank you so much!!! it would make my day! ,"['🙏', '😍']"
424,"on this special day, let's take a moment to reflect on the importance of family, friends, and the joy of giving. happy easter to all! may your day be filled with love, laughter, and lots of jelly beans! 🥚🐣🐥

#hoppyeastereverybunny","on this special day, let's take a moment to reflect on the importance of family, friends, and the joy of giving. happy easter to all! may your day be filled with love, laughter, and lots of jelly beans! 

#hoppyeastereverybunny","['🥚', '🐣']"
425,"happy easter 🪺🐣🐇 
god blessed you!💛🫶🏾","happy easter 🪺 
god blessed you!🫶","['🐣', '🐇']"
426,that would appear patriarchal 😆,that would appear patriarchal ,[]
427,good day kryssi. happy easter to you hope your having a great day today 😍😊😉🐰🐣🙏💙,good day kryssi. happy easter to you hope your having a great day today ,"['😍', '😉', '🐰', '🐣', '🙏']"
428,"easter messages 🐣💛

♍︎ virgo: keep to yourself when people say petty stuff, they’re trying to get to you. 

♎︎ libra: good picture day for you, looking good. 28 is a lucky number for you today say it and write it. 

♏︎ scorpio: you feel dark energy around you, its okay❤️","easter messages 

♍︎ virgo: keep to yourself when people say petty stuff, they’re trying to get to you. 

♎︎ libra: good picture day for you, looking good. 28 is a lucky number for you today say it and write it. 

♏︎ scorpio: you feel dark energy around you, its okay❤️",['🐣']
429,"my parents are just getting back from a road trip today and we are having pizza for easter dinner. and i’m fine with that, but the absence of an easter basket stings a little. 🧺🐣🐇","my parents are just getting back from a road trip today and we are having pizza for easter dinner. and i’m fine with that, but the absence of an easter basket stings a little. 🧺","['🐣', '🐇']"
430,"happy easter!
with love, optist inc.
🐣🐰

#mortgage #ohiomortgage #mortgagelender #mortgagehelp #mortgageassistance #mortgagecareer #mortgageclosing #lenderapproval #lenderhelp #mortgagehighlight #mortgageloan #mortgageloanoptions #mortgageinfo #firsttimemortgage","happy easter!
with love, optist inc.


#mortgage #ohiomortgage #mortgagelender #mortgagehelp #mortgageassistance #mortgagecareer #mortgageclosing #lenderapproval #lenderhelp #mortgagehighlight #mortgageloan #mortgageloanoptions #mortgageinfo #firsttimemortgage","['🐣', '🐰']"
431,first time at a new church i loved it 🫶🏾 happy easter 🐣,first time at a new church i loved it 🫶 happy easter ,['🐣']
432,"reminder ➡️garbage, recycling and yard waste that was not collected on friday, april 7 will be collected tomorrow -  monday, april 10. please have all items to the curb by 7 a.m. on monday.

🐰 🐣 🌷","reminder ➡️garbage, recycling and yard waste that was not collected on friday, april 7 will be collected tomorrow -  monday, april 10. please have all items to the curb by 7 a.m. on monday.

  ","['🐰', '🐣']"
433,happy easter 🐰🐣,happy easter ,"['🐰', '🐣']"
434,happy easter michelle 🐣🐰💜💙,happy easter michelle ,"['🐣', '🐰']"
435,🌷🐰last day to use code easter for an extra $14 on any device you sell over $100! 🐣#easter,last day to use code easter for an extra $14 on any device you sell over $100! #easter,"['🐰', '🐣']"
436,happy easter from pinnacle performance company!  🐣 🌷 🐰,happy easter from pinnacle performance company!    ,"['🐣', '🐰']"
437,eyy great message ❤🔥💯happy easter 🐣🐰,eyy great message ❤happy easter ,"['🔥', '🐣', '🐰']"
438,🐰 #happy #easter sunday 🐣 from trident literacy association!, #happy #easter sunday  from trident literacy association!,"['🐰', '🐣']"
439,everyone stay blessed!  happy easter 🐣,everyone stay blessed!  happy easter ,['🐣']
440,happy easter to everyone at our favourite farm! 🌷🐣,happy easter to everyone at our favourite farm! ,['🐣']
441,"hi - hope your all are having a great easter 🐣, i'm in kirkcaldy in scotland at the harbour bar on the belgium beer, happy days,💐💐🏴󠁧󠁢󠁳󠁣󠁴󠁿😎👍","hi - hope your all are having a great easter , i'm in kirkcaldy in scotland at the harbour bar on the belgium beer, happy days,󠁧󠁢󠁳󠁣󠁴󠁿","['🐣', '😎', '👍']"
442,"flat bunny and cute bunny nose twitches are my gifts to you this easter 🐣 

#bunny #cutebunny #shadowbun #happyeaster #cutenessoverload","flat bunny and cute bunny nose twitches are my gifts to you this easter  

#bunny #cutebunny #shadowbun #happyeaster #cutenessoverload",['🐣']
443,"😁 come and back our lads tomorrow as we welcome belle vue.

speedway is a great night out for your family and friends! join us this easter monday. 🐣

🚗 free parking
🍻 licensed bars
🍔 food outlets
🍽️ air-conditioned restaurant

📸 phil mcglynn
#speedway | #wolfpack 🐺🐾"," come and back our lads tomorrow as we welcome belle vue.

speedway is a great night out for your family and friends! join us this easter monday. 

 free parking
 licensed bars
 food outlets
️ air-conditioned restaurant

 phil mcglynn
#speedway | #wolfpack ",['🐣']
444,happy easter 🐇🐰🐣 to everyone of my friends..🧡💛💚💙💜 have a wonderful and safe day!!,happy easter  to everyone of my friends.. have a wonderful and safe day!!,"['🐇', '🐰', '🐣']"
445,happy easter to both 🐣🫶,happy easter to both 🫶,['🐣']
446,"happy easter to everyone around the world 🌎 12pm pst 4/9/2023
🐇🐣🌻🌱🪴💛❤️💛🕊🙏😇","happy easter to everyone around the world  12pm pst 4/9/2023
❤️","['🐇', '🐣', '🙏', '😇']"
447,beautiful blessings to you as well. 🐇🐣🌸,beautiful blessings to you as well. ,"['🐇', '🐣']"
448,"good afternoon 😃 
happy easter 🐰🐣","good afternoon  
happy easter ","['🐰', '🐣']"
449,happy easter 🐇🐇🐇🐣,happy easter ,"['🐇', '🐇', '🐇', '🐣']"
450,"residents at bankview care home have been playing lots of easter games this week. they loved hoop the bunny ears and carrot tossing. there was so much laughter from everyone getting involved! 🐰🐣

for more info on bankview:","residents at bankview care home have been playing lots of easter games this week. they loved hoop the bunny ears and carrot tossing. there was so much laughter from everyone getting involved! 

for more info on bankview:","['🐰', '🐣']"
451,we wish you sunshine and a basket full of chocolate on this beautiful day. happy easter! 🐣🍫 #brownandpartners,we wish you sunshine and a basket full of chocolate on this beautiful day. happy easter!  #brownandpartners,['🐣']
452,happy easter! 🐣🐇✝️,happy easter! ✝️,"['🐣', '🐇']"
453,i hope everyone is blessed 😇 and happy this easter . 😘🐣🐣,i hope everyone is blessed  and happy this easter . ,"['😇', '🐣', '🐣']"
454,happy easter 🐣,happy easter ,['🐣']
455,"happy easter, peeps! let's find those golden eggs and indulge in some classic subs! 🐣","happy easter, peeps! let's find those golden eggs and indulge in some classic subs! ",['🐣']
456,happy easter! 🐰🐇🐣✝️,happy easter! ✝️,"['🐰', '🐇', '🐣']"
457,thank you happy easter isa 🐣,thank you happy easter isa ,['🐣']
458,"what are you doing for me this easter? 🐣💐 

your family can do without. 

findom femdom humanatm paypig","what are you doing for me this easter?  

your family can do without. 

findom femdom humanatm paypig",['🐣']
459,happy easter! 🐣,happy easter! ,['🐣']
460,"that's very nice.
happy easter to you and to your grandpa 🐣🐰✝️","that's very nice.
happy easter to you and to your grandpa ✝️","['🐣', '🐰']"
461,"i  do….looks delicious 
happy easter 🐣","i  do….looks delicious 
happy easter ",['🐣']
462,a sad realization! 😂🐣🐰 happy easter!,a sad realization!  happy easter!,"['😂', '🐣', '🐰']"
463,a sad realization! 😂🐣🐰 happy easter!,a sad realization!  happy easter!,"['😂', '🐣', '🐰']"
464,a sad realization! 😂🐣🐰 happy easter!,a sad realization!  happy easter!,"['😂', '🐣', '🐰']"
465,happy easter 🐣🐣,happy easter ,"['🐣', '🐣']"
466,a sad realization! 😂🐣🐰 happy easter!,a sad realization!  happy easter!,"['😂', '🐣', '🐰']"
467,a sad realization! 😂🐣🐰 happy easter!,a sad realization!  happy easter!,"['😂', '🐣', '🐰']"
468,happy easter 🐣🐇🐰 🌷🌹🌸💐🌺🌻,happy easter  ,"['🐣', '🐇', '🐰']"
469,a sad realization! 😂🐣🐰 happy easter!,a sad realization!  happy easter!,"['😂', '🐣', '🐰']"
470,"happy easter from vineyard henderson! 🐰🐣

#happyeaster #vineyardhenderson #hendersonnv","happy easter from vineyard henderson! 

#happyeaster #vineyardhenderson #hendersonnv","['🐰', '🐣']"
471,a sad realization! 😂🐣🐰 happy easter!,a sad realization!  happy easter!,"['😂', '🐣', '🐰']"
